Nom géographique GMS;Code géographique;Libellé géographique;[DISP] Nbre de ménages fiscaux;[DISP] Nbre de personnes dans les ménages fiscaux;[DISP] Nbre d'unités de consommation dans les ménages fiscaux;[DISP] 1ᵉʳ quartile (€);[DISP] Médiane (€);[DISP] 3ᵉ quartile (€);[DISP] Écart interquartile (€);[DISP] 1ᵉʳ décile (€);[DISP] 2ᵉ décile (€);[DISP]3ᵉ décile (€);[DISP] 4ᵉ décile (€);[DISP] 6ᵉ décile (€);[DISP] 7ᵉ décile (€);[DISP] 8ᵉ décile (€);[DISP] 9ᵉ décile (€);[DISP] Rapport interdécile 9ᵉ décile/1ᵉʳ decile;[DISP] S80/20;[DISP] Iice de Gini;[DISP] Part des revenus d’activité (%);[DISP] dont part des salaires et traitements(%);[DISP] dont part des iemnités de chômage (%);[DISP] dont part des revenus des activités non salariées (%);[DISP] Part des pensions, retraites et rentes (%);[DISP] Part des revenus du patrimoine et autres revenus (%);[DISP] Part de l'ensemble des prestations sociales (%);[DISP] dont part des prestations familiales (%);[DISP] dont part des minima sociaux (%);[DISP] dont part des prestations logement (%);[DISP] Part des impôts (%);[DEC] Nbre de ménages fiscaux;[DEC] Nbre de personnes dans les ménages fiscaux;[DEC] Nbre d'unités de consommation dans les ménages fiscaux;[DEC] Part des ménages fiscaux imposés (%);[DEC] 1ᵉʳ quartile (€);[DEC] Médiane (€);[DEC] 3ᵉ quartile (€);[DEC] Écart interquartile (€);[DEC] 1ᵉʳ décile (€);[DEC] 2ᵉ décile (€);[DEC] 3ᵉ décile  (€);[DEC] 4ᵉ décile (€);[DEC] 6ᵉ décile (€);[DEC] 7ᵉ décile (€);[DEC] 8ᵉ décile (€);[DEC] 9ᵉ décile (€);[DEC] Rapport interdécile D9/D1;[DEC] S80/S20;[DEC] Iice de Gini;[DEC] Part des revenus d’activité (%);[DEC] dont part des salaires et traitements (%);[DEC] dont part des iemnités de chômage (%);[DEC] dont part des revenus des activités non salariées (%);[DEC] Part des pensions, retraites et rentes (%);[DEC] Part des autres revenus (%)
Vaupoisson;10400;Vaupoisson;65;141;99;;20980;;;;;;;;;;;;;;;;;;;;;;;;;65;141;99;;;20960;;;;;;;;;;;;;;;;;;;
Vendeuvre-sur-Barse;10401;Veeuvre-sur-Barse;970;2092;1465.5;14910;19380;24130;9220;11060;13700;15930;17720;20990;22890;25430;30460;2.8;3.8;0.271;62.9;56;3;3.9;30.7;9.7;8.7;2.7;4.3;1.7;-12;970;2092;1465.5;34;12160;18400;24020;11860;6260;10710;13800;16350;20570;22730;25770;31700;5,1;7.7;0.36;61.4;54.4;3.2;3.8;31;7.6
La Vendue-Mignot;10402;La Veue-Mignot;107;254;172.7;;24430;;;;;;;;;;;;;;;;;;;;;;;;;107;254;172.7;;;24200;;;;;;;;;;;;;;;;;;;
Vernonvilliers;10403;Vernonvilliers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Verpillières-sur-Ource;10404;Verpillières-sur-Ource;49;100;72.1;;20680;;;;;;;;;;;;;;;;;;;;;;;;;49;100;72.1;;;21120;;;;;;;;;;;;;;;;;;;
Verricourt;10405;Verricourt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Verrières;10406;Verrières;786;1899;1281.8;;25140;;;;;;;;;;;;;;;;;;;;;;;;;787;1900;1282.8;;;25460;;;;;;;;;;;;;;;;;;;
Viâpres-le-Petit;10408;Viâpres-le-Petit;47;114;75.5;;21520;;;;;;;;;;;;;;;;;;;;;;;;;47;114;75.5;;;20970;;;;;;;;;;;;;;;;;;;
Villacerf;10409;Villacerf;241;611;400.6;;24370;;;;;;;;;;;;;;;;;;;;;;;;;241;611;400.6;;;24200;;;;;;;;;;;;;;;;;;;
Villadin;10410;Villadin;57;116;83.9;;22190;;;;;;;;;;;;;;;;;;;;;;;;;57;116;83.9;;;21320;;;;;;;;;;;;;;;;;;;
La Ville-aux-Bois;10411;La Ville-aux-Bois;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Villechétif;10412;Villechétif;404;962;656.5;;27500;;;;;;;;;;;;;;;;;;;;;;;;;404;962;656.5;;;28040;;;;;;;;;;;;;;;;;;;
Villeloup;10414;Villeloup;56;125;86.7;;26970;;;;;;;;;;;;;;;;;;;;;;;;;56;125;86.7;;;26810;;;;;;;;;;;;;;;;;;;
Villemereuil;10416;Villemereuil;102;241;162.7;;24240;;;;;;;;;;;;;;;;;;;;;;;;;102;241;162.7;;;23830;;;;;;;;;;;;;;;;;;;
Villemoiron-en-Othe;10417;Villemoiron-en-Othe;106;227;161.8;;23060;;;;;;;;;;;;;;;;;;;;;;;;;107;228;162.8;;;22830;;;;;;;;;;;;;;;;;;;
Villemorien;10418;Villemorien;75;186;126.3;;22620;;;;;;;;;;;;;;;;;;;;;;;;;76;188;127.8;;;22430;;;;;;;;;;;;;;;;;;;
Villemoyenne;10419;Villemoyenne;297;742;493.2;;23220;;;;;;;;;;;;;;;;;;;;;;;;;297;742;493.2;;;22780;;;;;;;;;;;;;;;;;;;
Villenauxe-la-Grande;10420;Villenauxe-la-Grae;1031;2241;1556.6;15760;21160;27660;11900;11910;14520;16890;19500;23450;26180;29460;35460;3;3.6;0.256;68.4;58.7;2.4;7.3;30.3;7.7;7.5;2.8;3.3;1.4;-13.9;1032;2244;1558.5;49;13570;20570;28310;14740;6890;11920;14910;17700;23080;26610;30410;37480;5,4;7.3;0.341;65.3;55.8;2.4;7.1;29.9;4.8
La Villeneuve-au-Châtelot;10421;La Villeneuve-au-Châtelot;60;137;93.1;;21720;;;;;;;;;;;;;;;;;;;;;;;;;60;137;93.1;;;20580;;;;;;;;;;;;;;;;;;;
Villeneuve-au-Chemin;10422;Villeneuve-au-Chemin;71;161;109.5;;21620;;;;;;;;;;;;;;;;;;;;;;;;;71;161;109.5;;;21270;;;;;;;;;;;;;;;;;;;
La Villeneuve-au-Chêne;10423;La Villeneuve-au-Chêne;175;417;284.3;;23440;;;;;;;;;;;;;;;;;;;;;;;;;175;417;284.3;;;23050;;;;;;;;;;;;;;;;;;;
Villeret;10424;Villeret;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Villery;10425;Villery;128;297;205.3;;23420;;;;;;;;;;;;;;;;;;;;;;;;;129;298;206.3;;;23350;;;;;;;;;;;;;;;;;;;
Ville-sous-la-Ferté;10426;Ville-sous-la-Ferté;373;753;542.3;;19330;;;;;;;;;;;;;;;;;;;;;;;;;373;753;542.3;;;18600;;;;;;;;;;;;;;;;;;;
Ville-sur-Arce;10427;Ville-sur-Arce;103;209;151.6;;28090;;;;;;;;;;;;;;;;;;;;;;;;;105;214;154.7;;;29840;;;;;;;;;;;;;;;;;;;
Ville-sur-Terre;10428;Ville-sur-Terre;52;109;77.9;;22600;;;;;;;;;;;;;;;;;;;;;;;;;52;109;77.9;;;22510;;;;;;;;;;;;;;;;;;;
Villette-sur-Aube;10429;Villette-sur-Aube;102;257;171.9;;21640;;;;;;;;;;;;;;;;;;;;;;;;;102;257;171.9;;;21290;;;;;;;;;;;;;;;;;;;
Villiers-Herbisse;10430;Villiers-Herbisse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Villiers-le-Bois;10431;Villiers-le-Bois;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Villiers-sous-Praslin;10432;Villiers-sous-Praslin;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Villy-en-Trodes;10433;Villy-en-Trodes;102;230;160.1;;24350;;;;;;;;;;;;;;;;;;;;;;;;;102;230;160.1;;;23740;;;;;;;;;;;;;;;;;;;
Villy-le-Bois;10434;Villy-le-Bois;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Villy-le-Maréchal;10435;Villy-le-Maréchal;79;187;126.8;;27290;;;;;;;;;;;;;;;;;;;;;;;;;79;187;126.8;;;27590;;;;;;;;;;;;;;;;;;;
Vinets;10436;Vinets;74;175;117.7;;23130;;;;;;;;;;;;;;;;;;;;;;;;;74;175;117.7;;;24140;;;;;;;;;;;;;;;;;;;
Virey-sous-Bar;10437;Virey-sous-Bar;265;575;403.5;;20400;;;;;;;;;;;;;;;;;;;;;;;;;265;575;403.5;;;20070;;;;;;;;;;;;;;;;;;;
Vitry-le-Croisé;10438;Vitry-le-Croisé;106;232;164.7;;24550;;;;;;;;;;;;;;;;;;;;;;;;;106;232;164.7;;;26840;;;;;;;;;;;;;;;;;;;
Viviers-sur-Artaut;10439;Viviers-sur-Artaut;56;117;83.5;;25410;;;;;;;;;;;;;;;;;;;;;;;;;58;122;86.8;;;25500;;;;;;;;;;;;;;;;;;;
Voigny;10440;Voigny;76;149;108.8;;23980;;;;;;;;;;;;;;;;;;;;;;;;;76;149;108.8;;;25850;;;;;;;;;;;;;;;;;;;
Vosnon;10441;Vosnon;110;230;163.6;;20990;;;;;;;;;;;;;;;;;;;;;;;;;110;230;163.6;;;20220;;;;;;;;;;;;;;;;;;;
Voué;10442;Voué;275;697;457.6;;23560;;;;;;;;;;;;;;;;;;;;;;;;;275;697;457.6;;;23200;;;;;;;;;;;;;;;;;;;
Vougrey;10443;Vougrey;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vulaines;10444;Vulaines;103;219;153.9;;21220;;;;;;;;;;;;;;;;;;;;;;;;;103;219;153.9;;;20270;;;;;;;;;;;;;;;;;;;
Yèvres-le-Petit;10445;Yèvres-le-Petit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aigues-Vives;11001;Aigues-Vives;242;538;375;;19590;;;;;;;;;;;;;;;;;;;;;;;;;241;537;374;;;18320;;;;;;;;;;;;;;;;;;;
Airoux;11002;Airoux;76;191;125.4;;22660;;;;;;;;;;;;;;;;;;;;;;;;;76;191;125.4;;;22630;;;;;;;;;;;;;;;;;;;
Ajac;11003;Ajac;108;201;150.6;;20540;;;;;;;;;;;;;;;;;;;;;;;;;108;201;150.6;;;19950;;;;;;;;;;;;;;;;;;;
Alaigne;11004;Alaigne;139;268;196.5;;18170;;;;;;;;;;;;;;;;;;;;;;;;;139;268;196.5;;;17340;;;;;;;;;;;;;;;;;;;
Alairac;11005;Alairac;562;1341;905.1;;22790;;;;;;;;;;;;;;;;;;;;;;;;;562;1342;905.4;;;22140;;;;;;;;;;;;;;;;;;;
Albas;11006;Albas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Albières;11007;Albières;59;126;91.3;;15540;;;;;;;;;;;;;;;;;;;;;;;;;59;126;91.3;;;12340;;;;;;;;;;;;;;;;;;;
Alet-les-Bains;11008;Alet-les-Bains;222;383;296.8;;19430;;;;;;;;;;;;;;;;;;;;;;;;;223;385;298.3;;;18420;;;;;;;;;;;;;;;;;;;
Alzonne;11009;Alzonne;687;1428;1011.3;;19640;;;;;;;;;;;;;;;;;;;;;;;;;688;1429;1012.3;;;18230;;;;;;;;;;;;;;;;;;;
Antugnac;11010;Antugnac;145;302;217.4;;20310;;;;;;;;;;;;;;;;;;;;;;;;;145;302;217.4;;;20240;;;;;;;;;;;;;;;;;;;
Aragon;11011;Aragon;218;460;326.3;;22650;;;;;;;;;;;;;;;;;;;;;;;;;218;460;326.3;;;23000;;;;;;;;;;;;;;;;;;;
Argeliers;11012;Argeliers;918;2095;1444.2;16140;20980;26790;10650;11170;14740;17210;18940;22720;25270;27780;32910;2.9;3.5;0.235;60.6;52.3;3.4;4.9;38.7;7.3;6.1;2.2;2.8;1.1;-12.7;918;2092;1442.9;44;14650;20000;27280;12630;8000;12780;15730;17860;22590;25130;28780;35230;4,4;5.8;0.301;57.4;49.4;3.4;4.6;37.7;4.9
Argens-Minervois;11013;Argens-Minervois;189;379;275.2;;21000;;;;;;;;;;;;;;;;;;;;;;;;;189;379;275.2;;;20830;;;;;;;;;;;;;;;;;;;
Armissan;11014;Armissan;664;1487;1034.4;;22960;;;;;;;;;;;;;;;;;;;;;;;;;663;1486;1033.4;;;22540;;;;;;;;;;;;;;;;;;;
Arques;11015;Arques;105;222;156.9;;14800;;;;;;;;;;;;;;;;;;;;;;;;;106;223;157.9;;;14180;;;;;;;;;;;;;;;;;;;
Arquettes-en-Val;11016;Arquettes-en-Val;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Artigues;11017;Artigues;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Arzens;11018;Arzens;547;1197;836.6;;22370;;;;;;;;;;;;;;;;;;;;;;;;;547;1197;836.6;;;22050;;;;;;;;;;;;;;;;;;;
Aunat;11019;Aunat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Auriac;11020;Auriac;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Axat;11021;Axat;238;459;339.8;;18930;;;;;;;;;;;;;;;;;;;;;;;;;239;460;340.8;;;18010;;;;;;;;;;;;;;;;;;;
Azille;11022;Azille;551;1108;805.6;;19630;;;;;;;;;;;;;;;;;;;;;;;;;552;1109;806.6;;;18640;;;;;;;;;;;;;;;;;;;
Badens;11023;Badens;296;673;464.8;;21020;;;;;;;;;;;;;;;;;;;;;;;;;296;673;464.8;;;20630;;;;;;;;;;;;;;;;;;;
Bages;11024;Bages;392;826;585.2;;21520;;;;;;;;;;;;;;;;;;;;;;;;;394;828;587.2;;;21390;;;;;;;;;;;;;;;;;;;
Bagnoles;11025;Bagnoles;124;265;188.1;;21220;;;;;;;;;;;;;;;;;;;;;;;;;124;265;188.1;;;20390;;;;;;;;;;;;;;;;;;;
Baraigne;11026;Baraigne;71;170;114.3;;22360;;;;;;;;;;;;;;;;;;;;;;;;;71;170;114.3;;;21570;;;;;;;;;;;;;;;;;;;
Barbaira;11027;Barbaira;342;809;547;;19650;;;;;;;;;;;;;;;;;;;;;;;;;342;809;547;;;18400;;;;;;;;;;;;;;;;;;;
Belcaire;11028;Belcaire;202;365;276.7;;19360;;;;;;;;;;;;;;;;;;;;;;;;;203;366;277.7;;;18960;;;;;;;;;;;;;;;;;;;
Belcastel-et-Buc;11029;Belcastel-et-Buc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Belflou;11030;Belflou;45;112;75.1;;28730;;;;;;;;;;;;;;;;;;;;;;;;;45;112;75.1;;;30120;;;;;;;;;;;;;;;;;;;
Belfort-sur-Rebenty;11031;Belfort-sur-Rebenty;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bellegarde-du-Razès;11032;Bellegarde-du-Razès;104;220;156;;19290;;;;;;;;;;;;;;;;;;;;;;;;;104;220;156;;;17780;;;;;;;;;;;;;;;;;;;
Belpech;11033;Belpech;591;1252;889.3;;20740;;;;;;;;;;;;;;;;;;;;;;;;;590;1248;887.2;;;20120;;;;;;;;;;;;;;;;;;;
Belvèze-du-Razès;11034;Belvèze-du-Razès;426;867;622.3;;19240;;;;;;;;;;;;;;;;;;;;;;;;;427;868;623.3;;;18210;;;;;;;;;;;;;;;;;;;
Belvianes-et-Cavirac;11035;Belvianes-et-Cavirac;136;274;200.7;;18720;;;;;;;;;;;;;;;;;;;;;;;;;136;274;200.7;;;18160;;;;;;;;;;;;;;;;;;;
Belvis;11036;Belvis;101;166;130.6;;17430;;;;;;;;;;;;;;;;;;;;;;;;;101;166;130.6;;;16790;;;;;;;;;;;;;;;;;;;
Berriac;11037;Berriac;389;864;599.8;;17910;;;;;;;;;;;;;;;;;;;;;;;;;389;864;599.8;;;15700;;;;;;;;;;;;;;;;;;;
Bessède-de-Sault;11038;Bessède-de-Sault;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La Bezole;11039;La Bezole;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bizanet;11040;Bizanet;713;1628;1111.6;;21900;;;;;;;;;;;;;;;;;;;;;;;;;713;1628;1111.6;;;21930;;;;;;;;;;;;;;;;;;;
Bize-Minervois;11041;Bize-Minervois;608;1294;909.8;;20550;;;;;;;;;;;;;;;;;;;;;;;;;606;1291;907.3;;;19570;;;;;;;;;;;;;;;;;;;
Blomac;11042;Blomac;101;219;153;;20100;;;;;;;;;;;;;;;;;;;;;;;;;101;219;153;;;19420;;;;;;;;;;;;;;;;;;;
Bouilhonnac;11043;Bouilhonnac;90;218;149.4;;24790;;;;;;;;;;;;;;;;;;;;;;;;;90;218;149.4;;;24760;;;;;;;;;;;;;;;;;;;
Bouisse;11044;Bouisse;57;117;84;;16980;;;;;;;;;;;;;;;;;;;;;;;;;57;117;84;;;15980;;;;;;;;;;;;;;;;;;;
Bouriège;11045;Bouriège;60;131;90.4;;19150;;;;;;;;;;;;;;;;;;;;;;;;;60;131;90.4;;;19260;;;;;;;;;;;;;;;;;;;
Bourigeole;11046;Bourigeole;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Le Bousquet;11047;Le Bousquet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Boutenac;11048;Boutenac;331;731;511.7;;21660;;;;;;;;;;;;;;;;;;;;;;;;;331;732;512.2;;;21110;;;;;;;;;;;;;;;;;;;
Bram;11049;Bram;1508;3181;2255.5;16060;20940;26280;10220;12440;14900;17050;19050;23010;24810;27870;32970;2.6;3.3;0.237;59.1;53.2;2.5;3.4;37.8;9;6.8;2.3;3.2;1.3;-12.7;1508;3181;2255.5;42;14290;19930;26790;12500;7960;12330;15460;17730;22590;24960;28540;35170;4,4;6;0.315;56.3;50.6;2.5;3.2;37.2;6.5
Brézilhac;11051;Brézilhac;59;154;101.3;;19800;;;;;;;;;;;;;;;;;;;;;;;;;59;154;101.3;;;19510;;;;;;;;;;;;;;;;;;;
Brousses-et-Villaret;11052;Brousses-et-Villaret;161;338;239.8;;19310;;;;;;;;;;;;;;;;;;;;;;;;;161;338;239.8;;;18710;;;;;;;;;;;;;;;;;;;
Brugairolles;11053;Brugairolles;133;320;218.4;;20530;;;;;;;;;;;;;;;;;;;;;;;;;133;320;218.4;;;18450;;;;;;;;;;;;;;;;;;;
Les Brunels;11054;Les Brunels;130;269;194.5;;22730;;;;;;;;;;;;;;;;;;;;;;;;;130;269;194.5;;;23540;;;;;;;;;;;;;;;;;;;
Bugarach;11055;Bugarach;104;192;142.9;;15230;;;;;;;;;;;;;;;;;;;;;;;;;104;192;142.9;;;13810;;;;;;;;;;;;;;;;;;;
Cabrespine;11056;Cabrespine;81;137;107.2;;18240;;;;;;;;;;;;;;;;;;;;;;;;;81;137;107.2;;;17690;;;;;;;;;;;;;;;;;;;
Cahuzac;11057;Cahuzac;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cailhau;11058;Cailhau;129;298;206.4;;20940;;;;;;;;;;;;;;;;;;;;;;;;;129;298;206.4;;;20380;;;;;;;;;;;;;;;;;;;
Cailhavel;11059;Cailhavel;61;147;98.2;;21460;;;;;;;;;;;;;;;;;;;;;;;;;61;147;98.2;;;20650;;;;;;;;;;;;;;;;;;;
Cailla;11060;Cailla;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cambieure;11061;Cambieure;132;301;207.6;;21960;;;;;;;;;;;;;;;;;;;;;;;;;132;301;207.6;;;22050;;;;;;;;;;;;;;;;;;;
Campagna-de-Sault;11062;Campagna-de-Sault;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Campagne-sur-Aude;11063;Campagne-sur-Aude;292;540;403;;19030;;;;;;;;;;;;;;;;;;;;;;;;;293;541;404;;;18180;;;;;;;;;;;;;;;;;;;
Camplong-d'Aude;11064;Camplong-d'Aude;159;343;241.2;;18950;;;;;;;;;;;;;;;;;;;;;;;;;160;346;243.2;;;18230;;;;;;;;;;;;;;;;;;;
Camps-sur-l'Agly;11065;Camps-sur-l'Agly;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Camurac;11066;Camurac;61;102;80.3;;18550;;;;;;;;;;;;;;;;;;;;;;;;;61;102;80.3;;;18310;;;;;;;;;;;;;;;;;;;
Canet;11067;Canet;778;1815;1226.7;;21930;;;;;;;;;;;;;;;;;;;;;;;;;779;1818;1228.7;;;21530;;;;;;;;;;;;;;;;;;;
Capendu;11068;Capeu;681;1420;1007.8;;18460;;;;;;;;;;;;;;;;;;;;;;;;;681;1420;1007.8;;;17550;;;;;;;;;;;;;;;;;;;
Carcassonne;11069;Carcassonne;22010;44916;32036.5;13310;19240;26400;13090;9740;12150;14290;16750;21740;24740;28410;34980;3.6;4.6;0.301;61.2;51.8;3.4;6;33.1;8.2;11.6;2.7;6.3;2.6;-14.1;22018;44928;32047.1;41;8530;17780;26980;18450;1500;6470;10530;14380;21110;24830;29380;37680;25,1;21.5;0.438;60.5;51;3.5;6;33.7;5.8
Carlipa;11070;Carlipa;156;326;230.1;;21870;;;;;;;;;;;;;;;;;;;;;;;;;156;326;230.1;;;19890;;;;;;;;;;;;;;;;;;;
Cascastel-des-Corbières;11071;Cascastel-des-Corbières;97;187;138.1;;19180;;;;;;;;;;;;;;;;;;;;;;;;;97;187;138.1;;;17340;;;;;;;;;;;;;;;;;;;
La Cassaigne;11072;La Cassaigne;79;179;124.9;;23820;;;;;;;;;;;;;;;;;;;;;;;;;79;179;124.9;;;22300;;;;;;;;;;;;;;;;;;;
Cassaignes;11073;Cassaignes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Les Cassés;11074;Les Cassés;123;316;209.5;;22810;;;;;;;;;;;;;;;;;;;;;;;;;124;317;210.5;;;22170;;;;;;;;;;;;;;;;;;;
Castans;11075;Castans;65;126;92.7;;15910;;;;;;;;;;;;;;;;;;;;;;;;;65;126;92.7;;;14040;;;;;;;;;;;;;;;;;;;
Castelnaudary;11076;Castelnaudary;4936;9850;7090.9;14560;19700;25900;11340;10840;13520;15630;17630;21910;24510;27770;33530;3.1;3.8;0.261;62.6;54.7;3.2;4.7;33.4;7.1;9.6;2.5;5;2.1;-12.7;4940;9856;7095.7;39;11500;18650;25940;14440;5200;9790;13050;15940;21170;24370;28320;35650;6,9;9;0.361;61.4;53.6;3.3;4.5;33.8;4.8
Castelnau-d'Aude;11077;Castelnau-d'Aude;228;488;344.9;;20980;;;;;;;;;;;;;;;;;;;;;;;;;228;488;344.9;;;20080;;;;;;;;;;;;;;;;;;;
Castelreng;11078;Castelreng;91;190;136.5;;20680;;;;;;;;;;;;;;;;;;;;;;;;;91;190;136.5;;;18470;;;;;;;;;;;;;;;;;;;
Caudebronde;11079;Caudebroe;78;162;115.8;;22290;;;;;;;;;;;;;;;;;;;;;;;;;78;162;115.8;;;22050;;;;;;;;;;;;;;;;;;;
Val de Lambronne;11080;Val de Lambronne;89;192;135;;18720;;;;;;;;;;;;;;;;;;;;;;;;;89;192;135;;;17090;;;;;;;;;;;;;;;;;;;
Caunes-Minervois;11081;Caunes-Minervois;739;1461;1066.5;;19950;;;;;;;;;;;;;;;;;;;;;;;;;740;1462;1067.5;;;19070;;;;;;;;;;;;;;;;;;;
Caunette-sur-Lauquet;11082;Caunette-sur-Lauquet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Caunettes-en-Val;11083;Caunettes-en-Val;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Caux-et-Sauzens;11084;Caux-et-Sauzens;412;980;659.3;;21620;;;;;;;;;;;;;;;;;;;;;;;;;411;979;658.3;;;21680;;;;;;;;;;;;;;;;;;;
Cavanac;11085;Cavanac;420;994;677.5;;22720;;;;;;;;;;;;;;;;;;;;;;;;;420;994;677.5;;;22380;;;;;;;;;;;;;;;;;;;
Caves;11086;Caves;364;818;565;;21390;;;;;;;;;;;;;;;;;;;;;;;;;363;817;564;;;21000;;;;;;;;;;;;;;;;;;;
Cazalrenoux;11087;Cazalrenoux;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cazilhac;11088;Cazilhac;757;1697;1180.7;;24670;;;;;;;;;;;;;;;;;;;;;;;;;758;1701;1183.2;;;24920;;;;;;;;;;;;;;;;;;;
Cenne-Monestiés;11089;Cenne-Monestiés;192;407;288.5;;20060;;;;;;;;;;;;;;;;;;;;;;;;;192;407;288.5;;;19480;;;;;;;;;;;;;;;;;;;
Cépie;11090;Cépie;257;578;401.6;;21520;;;;;;;;;;;;;;;;;;;;;;;;;257;578;401.6;;;21090;;;;;;;;;;;;;;;;;;;
Chalabre;11091;Chalabre;474;861;648;;18360;;;;;;;;;;;;;;;;;;;;;;;;;475;859;647.5;;;17640;;;;;;;;;;;;;;;;;;;
Citou;11092;Citou;51;97;71.4;;13230;;;;;;;;;;;;;;;;;;;;;;;;;51;97;71.4;;;11400;;;;;;;;;;;;;;;;;;;
Le Clat;11093;Le Clat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Clermont-sur-Lauquet;11094;Clermont-sur-Lauquet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Comigne;11095;Comigne;150;345;237.7;;22100;;;;;;;;;;;;;;;;;;;;;;;;;150;345;237.7;;;21970;;;;;;;;;;;;;;;;;;;
Comus;11096;Comus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Conilhac-Corbières;11098;Conilhac-Corbières;408;929;636.5;;20410;;;;;;;;;;;;;;;;;;;;;;;;;408;928;636.2;;;19500;;;;;;;;;;;;;;;;;;;
Conques-sur-Orbiel;11099;Conques-sur-Orbiel;1066;2393;1654.1;16860;21440;27370;10510;12130;15270;17820;19770;23660;25850;28630;33130;2.7;3.4;0.237;67.8;58.7;2.6;6.5;32.3;7;6.2;2.1;3.1;1;-13.3;1069;2398;1657.9;48;15190;21020;27970;12780;8050;13380;16470;19060;23070;26420;29820;35210;4,4;5.7;0.304;63.6;55.1;2.6;5.9;31.5;4.9
Corbières;11100;Corbières;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Coudons;11101;Coudons;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Couffoulens;11102;Couffoulens;251;569;393.8;;21510;;;;;;;;;;;;;;;;;;;;;;;;;252;570;394.8;;;21410;;;;;;;;;;;;;;;;;;;
Couiza;11103;Couiza;506;1022;739.2;;18500;;;;;;;;;;;;;;;;;;;;;;;;;507;1023;740.2;;;17010;;;;;;;;;;;;;;;;;;;
Counozouls;11104;Counozouls;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
